x_map,y_map,v_target,kappa,s
4.4984,0.6906,2.9759,0.5306,37.6296
4.4640,0.7997,3.0850,0.4782,37.7403
4.4241,0.9071,3.1908,0.4271,37.8509
4.3796,1.0122,3.2931,0.3809,37.9616
4.3308,1.1150,3.3924,0.3405,38.0723
4.2784,1.2157,3.4890,0.3048,38.1830
4.2229,1.3143,3.5829,0.2723,38.2936
4.1647,1.4110,3.6743,0.2413,38.4039
4.1042,1.5056,3.7633,0.2131,38.5143
4.0419,1.5987,3.8503,0.1873,38.6243
3.9777,1.6900,3.9351,0.1623,38.7344
3.9122,1.7800,4.0181,0.1390,38.8442
3.8457,1.8687,4.0993,0.1171,38.9539
3.7781,1.9564,4.1676,0.0953,39.0633
3.7100,2.0429,4.1094,0.0745,39.1727
3.6412,2.1288,4.0504,0.0548,39.2820
3.5723,2.2140,3.9906,0.0358,39.3908
3.5032,2.2984,3.9302,0.0179,39.4995
3.4396,2.3868,3.8688,0.0016,39.6079
3.3760,2.4748,3.8067,-0.0122,39.7161
3.3130,2.5626,3.7437,-0.0221,39.8239
3.2507,2.6504,3.6797,-0.0277,39.9316
3.1889,2.7382,3.6148,-0.0303,40.0390
3.1276,2.8260,3.5488,-0.0291,40.1462
3.0668,2.9140,3.4817,-0.0231,40.2534
3.0060,3.0024,3.4133,-0.0134,40.3606
2.9455,3.0908,3.3435,0.0007,40.4677
2.8850,3.1793,3.2723,0.0190,40.5753
2.8240,3.2686,3.1991,0.0400,40.6832
2.7622,3.3580,3.1240,0.0651,40.7917
2.6992,3.4483,3.0466,0.0963,40.9009
2.6343,3.5389,2.9668,0.1353,41.0106
2.5675,3.6294,2.8843,0.1837,41.1209
2.4933,3.7157,2.7988,0.2405,41.2316
2.4161,3.8015,2.7105,0.3054,41.3424
2.3348,3.8862,2.6190,0.3798,41.4528
2.2492,3.9684,2.5245,0.4650,41.5622
2.1591,4.0465,2.4273,0.5661,41.6698
2.0647,4.1190,2.3278,0.6863,41.7747
1.9664,4.1845,2.2265,0.8144,41.8759
1.8646,4.2410,2.1241,0.9384,41.9718
1.7609,4.2871,2.0223,1.0744,42.0615
1.6566,4.3205,1.9223,1.2539,42.1455
1.5548,4.3409,1.8235,1.4435,42.2242
1.4574,4.3497,1.7298,1.6042,42.2973
1.3628,4.3483,1.7211,1.6205,42.3679
1.2674,4.3340,1.7649,1.5411,42.4421
1.1710,4.3043,1.8380,1.4209,42.5227
1.0731,4.2579,1.9104,1.3152,42.6187
0.9825,4.1962,2.0134,1.1841,42.6886
