x_map,y_map,v_target,kappa,s
3.0030,2.7278,2.8509,0.1194,40.5996
2.9373,2.8131,2.7931,0.1303,40.7084
2.8727,2.8993,2.7340,0.1402,40.8173
2.8095,2.9864,2.6736,0.1464,40.9261
2.7478,3.0744,2.6118,0.1420,41.0350
2.6873,3.1635,2.5485,0.1296,41.1438
2.6281,3.2535,2.4836,0.1108,41.2527
2.5699,3.3445,2.4170,0.0880,41.3615
2.5123,3.4362,2.3485,0.0519,41.4703
2.4551,3.5285,2.2779,0.0061,41.5792
2.3977,3.6213,2.2051,0.0478,41.6880
2.3396,3.7142,2.1297,0.1403,41.7969
2.2795,3.8070,2.0516,0.2531,41.9057
2.2163,3.8989,1.9705,0.3641,42.0146
2.1490,3.9890,1.8858,0.4783,42.1234
2.0764,4.0763,1.7971,0.6030,42.2323
1.9975,4.1594,1.7038,0.7409,42.3411
1.9111,4.2368,1.6052,0.8960,42.4500
1.8160,4.3064,1.5000,1.1930,42.5588
1.7112,4.3642,1.5000,1.3265,42.6676
1.5979,4.4066,1.5000,1.4932,42.7765
1.4780,4.4304,1.5000,1.6548,42.8853
1.3540,4.4325,1.5000,1.9133,42.9942
1.2310,4.4086,1.5000,1.9485,43.1030
1.1165,4.3599,1.5000,1.6842,43.2119
1.0145,4.2922,1.5000,1.5338,43.3207
0.9301,4.2136,1.5000,1.3679,43.4296
