x_map,y_map,v_target,kappa,s
-1.6141,-0.5851,5.1908,0.167888,19.7590
-1.6276,-0.5132,5.2468,0.148816,19.8322
-1.6419,-0.4414,5.3023,0.124153,19.9054
-1.6568,-0.3698,5.3573,0.106528,19.9786
-1.6723,-0.2983,5.4116,0.092934,20.0518
-1.6883,-0.2269,5.4655,0.075238,20.1249
-1.7047,-0.1556,5.5188,0.065020,20.1981
-1.7214,-0.0843,5.5715,0.057480,20.2713
-1.7384,-0.0131,5.6238,0.048794,20.3445
-1.7557,0.0580,5.6757,0.043729,20.4177
-1.7732,0.1290,5.7270,0.037504,20.4909
-1.7909,0.2001,5.7779,0.032507,20.5640
-1.8088,0.2710,5.8283,0.029957,20.6372
-1.8268,0.3419,5.8783,0.026577,20.7104
-1.8449,0.4128,5.9279,0.024852,20.7836
-1.8632,0.4837,5.9771,0.023672,20.8568
-1.8816,0.5545,6.0259,0.023036,20.9299
-1.9002,0.6253,6.0743,0.022796,21.0031
-1.9188,0.6961,6.1223,0.021925,21.0763
-1.9376,0.7668,6.1699,0.020957,21.1495
-1.9564,0.8375,6.2172,0.019356,21.2227
-1.9754,0.9082,6.2641,0.017960,21.2959
-1.9945,0.9789,6.3106,0.015807,21.3690
-2.0136,1.0495,6.3568,0.013586,21.4422
-2.0328,1.1201,6.4027,0.011276,21.5154
-2.0521,1.1907,6.4471,0.008512,21.5886
-2.0714,1.2613,6.4004,0.006037,21.6618
-2.0908,1.3319,6.3533,0.002678,21.7349
-2.1101,1.4025,6.3059,0.000222,21.8081
-2.1295,1.4730,6.2582,0.003452,21.8813
-2.1488,1.5436,6.2100,0.006766,21.9545
-2.1681,1.6142,6.1615,0.010498,22.0277
-2.1874,1.6848,6.1126,0.014408,22.1008
-2.2066,1.7554,6.0634,0.018099,22.1740
-2.2257,1.8261,6.0137,0.022201,22.2472
-2.2446,1.8968,5.9636,0.025601,22.3204
-2.2635,1.9675,5.9130,0.030143,22.3936
-2.2821,2.0382,5.8621,0.033588,22.4668
-2.3007,2.1090,5.8107,0.037571,22.5399
-2.3190,2.1799,5.7588,0.040427,22.6131
-2.3371,2.2508,5.7065,0.045563,22.6863
-2.3549,2.3218,5.6536,0.048438,22.7595
-2.3726,2.3928,5.6003,0.052892,22.8327
-2.3899,2.4639,5.5465,0.056136,22.9058
-2.4069,2.5350,5.4921,0.060511,22.9790
-2.4237,2.6063,5.4372,0.064740,23.0522
-2.4401,2.6776,5.3817,0.070937,23.1254
-2.4561,2.7490,5.3257,0.076183,23.1986
-2.4717,2.8205,5.2691,0.084016,23.2718
-2.4869,2.8921,5.2118,0.096187,23.3449
-2.5016,2.9638,5.1539,0.103950,23.4181
-2.5157,3.0356,5.0954,0.125203,23.4913
-2.5292,3.1075,5.0361,0.144434,23.5645
-2.5419,3.1796,4.9762,0.169911,23.6377
-2.5537,3.2518,4.9155,0.203898,23.7108
-2.5645,3.3242,4.8541,0.223330,23.7840
-2.5740,3.3968,4.7919,0.252253,23.8572
-2.5823,3.4695,4.7289,0.285581,23.9304
-2.5889,3.5423,4.6650,0.324852,24.0036
-2.5939,3.6153,4.6002,0.358060,24.0768
-2.5969,3.6885,4.5345,0.399348,24.1499
-2.5979,3.7616,4.4679,0.437587,24.2231
-2.5964,3.8348,4.4002,0.469326,24.2963
-2.5925,3.9079,4.3315,0.511312,24.3695
-2.5858,3.9807,4.2616,0.537074,24.4427
-2.5763,4.0533,4.1906,0.569430,24.5158
-2.5637,4.1254,4.1574,0.578557,24.5890
-2.5481,4.1968,4.1021,0.594275,24.6622
-2.5294,4.2676,4.0750,0.602219,24.7354
-2.5077,4.3374,4.0626,0.605888,24.8086
-2.4828,4.4063,4.0872,0.598611,24.8817
-2.4550,4.4739,4.0646,0.605297,24.9549
-2.4242,4.5403,4.0897,0.597877,25.0281
-2.3905,4.6052,4.1438,0.582366,25.1013
-2.3541,4.6687,4.1837,0.571328,25.1745
-2.3150,4.7306,4.2528,0.552905,25.2477
-2.2735,4.7908,4.2961,0.541804,25.3208
-2.2296,4.8494,4.3454,0.529580,25.3940
-2.1835,4.9062,4.4123,0.505362,25.4672
-2.1354,4.9613,4.4781,0.495139,25.5404
-2.0852,5.0146,4.5121,0.491175,25.6136
-2.0332,5.0660,4.5443,0.484251,25.6867
-1.9794,5.1156,4.5539,0.482214,25.7599
-1.9239,5.1633,4.5476,0.483554,25.8331
-1.8667,5.2089,4.5167,0.489989,25.9063
-1.8079,5.2525,4.4498,0.505034,25.9795
-1.7476,5.2939,4.4080,0.512010,26.0527
-1.6857,5.3330,4.3394,0.528239,26.1258
-1.6224,5.3696,4.2697,0.547072,26.1990
-1.5577,5.4037,4.1989,0.565867,26.2722
