x_map,y_map,v_target,kappa,s
0.7947,-7.1028,7.0000,0.000404,11.2111
0.7947,-7.2116,7.0000,0.000000,11.3200
0.7947,-7.3204,7.0000,0.000000,11.4288
0.7947,-7.4293,7.0000,0.000000,11.5377
0.7947,-7.5381,7.0000,0.000000,11.6465
0.7947,-7.6470,7.0000,0.000000,11.7554
0.7947,-7.7558,7.0000,0.000000,11.8642
0.7947,-7.8647,7.0000,0.000000,11.9731
0.7946,-7.9735,7.0000,0.000000,12.0819
0.7946,-8.0824,7.0000,0.000000,12.1908
0.7946,-8.1912,7.0000,0.000000,12.2996
0.7946,-8.3001,7.0000,0.000000,12.4084
0.7946,-8.4089,7.0000,0.000000,12.5173
0.7946,-8.5178,7.0000,0.000000,12.6261
0.7946,-8.6266,7.0000,0.000000,12.7350
0.7946,-8.7354,7.0000,0.000517,12.8438
0.7946,-8.8443,7.0000,0.000033,12.9527
0.7946,-8.9531,7.0000,0.000000,13.0615
0.7946,-9.0620,7.0000,0.000000,13.1704
0.7946,-9.1708,7.0000,0.000469,13.2792
0.7946,-9.2797,7.0000,0.000081,13.3881
0.7946,-9.3885,7.0000,0.000000,13.4969
0.7946,-9.4974,7.0000,0.000000,13.6058
0.7946,-9.6062,7.0000,0.000000,13.7146
0.7946,-9.7151,7.0000,0.000000,13.8234
0.7946,-9.8239,7.0000,0.000000,13.9323
0.7946,-9.9328,7.0000,0.000000,14.0411
0.7945,-10.0416,7.0000,0.000000,14.1500
0.7945,-10.1504,7.0000,0.000000,14.2588
0.7945,-10.2593,7.0000,0.000000,14.3677
0.7945,-10.3681,6.9417,0.000000,14.4765
0.7945,-10.4770,6.8739,0.000000,14.5854
0.7945,-10.5858,6.8055,0.000000,14.6942
0.7945,-10.6947,6.7364,0.000000,14.8031
0.7945,-10.8035,6.6665,0.000289,14.9119
0.7945,-10.9124,6.5960,0.000262,15.0208
0.7945,-11.0212,6.5246,0.000265,15.1296
0.7945,-11.1301,6.4525,0.000286,15.2384
0.7945,-11.2389,6.3795,0.000000,15.3473
0.7945,-11.3478,6.3057,0.000000,15.4561
0.7945,-11.4566,6.2311,0.000000,15.5650
0.7945,-11.5654,6.1555,0.000000,15.6738
0.7945,-11.6743,6.0790,0.000000,15.7827
0.7945,-11.7831,6.0015,0.000000,15.8915
0.7945,-11.8920,5.9230,0.000000,16.0004
0.7944,-12.0008,5.8434,0.000000,16.1092
0.7944,-12.1097,5.7628,0.000000,16.2181
0.7944,-12.2185,5.6810,0.000000,16.3269
0.7944,-12.3274,5.5980,0.000000,16.4358
0.7944,-12.4362,5.5138,0.000000,16.5446
0.7944,-12.5451,5.4282,0.000000,16.6534
0.7944,-12.6539,5.3413,0.000084,16.7623
0.7944,-12.7628,5.2529,0.000391,16.8711
0.7944,-12.8716,5.1631,0.000535,16.9800
0.7944,-12.9804,5.0716,0.000613,17.0888
0.7944,-13.0893,4.9785,0.001438,17.1977
0.7943,-13.1981,4.8835,0.002566,17.3065
0.7943,-13.3070,4.7867,0.004920,17.4154
0.7942,-13.4158,4.6879,0.005394,17.5242
0.7940,-13.5247,4.5870,0.002630,17.6331
0.7938,-13.6335,4.4838,0.004587,17.7419
0.7936,-13.7424,4.3782,0.014230,17.8508
0.7936,-13.8512,4.2700,0.027049,17.9596
0.7939,-13.9601,4.1589,0.041209,18.0684
0.7948,-14.0689,4.0448,0.058344,18.1773
0.7963,-14.1777,3.9274,0.105432,18.2861
0.7990,-14.2865,3.8063,0.200456,18.3950
0.8041,-14.3953,3.6813,0.300719,18.5038
0.8128,-14.5038,3.5519,0.401148,18.6127
0.8262,-14.6118,3.4176,0.505367,18.7215
0.8456,-14.7188,3.2778,0.618619,18.8304
0.8721,-14.8244,3.1318,0.743591,18.9392
0.9070,-14.9274,2.9786,0.925886,19.0481
0.9521,-15.0264,2.8170,1.134112,19.1569
1.0090,-15.1191,2.6651,1.267108,19.2658
1.0781,-15.2030,2.5004,1.439494,19.3746
1.1593,-15.2750,2.3786,1.590797,19.4834
1.2518,-15.3320,2.1983,1.862462,19.5923
1.3538,-15.3692,2.2208,1.824802,19.7011
1.4611,-15.3856,2.3633,1.583664,19.8100
1.5697,-15.3833,2.4976,1.432483,19.9188
1.6766,-15.3643,2.6251,1.276609,20.0277
1.7800,-15.3305,2.7467,1.141099,20.1365
1.8784,-15.2842,2.8631,1.030647,20.2454
1.9711,-15.2272,2.9750,0.839698,20.3542
2.0582,-15.1620,3.0828,0.732631,20.4631
2.1398,-15.0900,3.1870,0.632462,20.5719
2.2162,-15.0125,3.2878,0.536724,20.6807
2.2881,-14.9308,3.3857,0.447587,20.7896
2.3558,-14.8456,3.4808,0.364206,20.8984
2.4201,-14.7578,3.5734,0.289302,21.0073
2.4817,-14.6680,3.6636,0.225241,21.1161
2.5410,-14.5768,3.7517,0.171139,21.2250
2.5986,-14.4844,3.8377,0.125656,21.3338
2.6549,-14.3913,3.9219,0.088778,21.4427
2.7104,-14.2976,4.0043,0.058490,21.5515
2.7652,-14.2036,4.0850,0.032345,21.6604
2.8197,-14.1094,4.1642,0.005774,21.7692
2.8741,-14.0151,4.2419,0.019981,21.8781
2.9288,-13.9210,4.3182,0.046569,21.9869
2.9839,-13.8271,4.3931,0.069828,22.0957
3.0398,-13.7337,4.4669,0.090038,22.2046
3.0965,-13.6408,4.5394,0.104629,22.3134
3.1543,-13.5486,4.6107,0.116556,22.4223
3.2133,-13.4571,4.6810,0.123813,22.5311
3.2735,-13.3664,4.7503,0.128629,22.6400
3.3349,-13.2766,4.8185,0.130884,22.7488
3.3977,-13.1876,4.8858,0.132339,22.8577
3.4617,-13.0996,4.9522,0.132371,22.9665
3.5270,-13.0125,4.9554,0.132742,23.0754
3.5935,-12.9264,4.8601,0.133126,23.1842
3.6612,-12.8412,4.7628,0.133921,23.2931
3.7302,-12.7570,4.6635,0.131508,23.4019
3.8004,-12.6738,4.5620,0.132431,23.5107
3.8718,-12.5917,4.4583,0.111079,23.6196
3.9442,-12.5104,4.3520,0.035659,23.7284
4.0169,-12.4293,4.2431,0.070073,23.8373
4.0890,-12.3478,4.1313,0.175776,23.9461
4.1594,-12.2649,4.0164,0.276212,24.0550
4.2274,-12.1799,3.8982,0.372869,24.1638
4.2919,-12.0922,3.7762,0.468339,24.2727
4.3518,-12.0013,3.6501,0.563505,24.3815
4.4060,-11.9070,3.5196,0.657507,24.4904
4.4533,-11.8091,3.3840,0.748500,24.5992
4.4925,-11.7076,3.2427,0.832466,24.7081
4.5224,-11.6030,3.0950,0.939532,24.8169
4.5414,-11.4958,2.9939,1.004046,24.9257
4.5486,-11.3873,3.0608,0.960646,25.0346
4.5445,-11.2786,3.1041,0.934073,25.1434
4.5293,-11.1709,3.2075,0.857677,25.2523
4.5042,-11.0651,3.3078,0.749571,25.3611
4.4706,-10.9617,3.4051,0.644333,25.4700
4.4297,-10.8608,3.4996,0.549368,25.5788
4.3830,-10.7626,3.5917,0.462720,25.6877
4.3313,-10.6668,3.6815,0.383475,25.7965
4.2757,-10.5733,3.7692,0.312137,25.9054
4.2169,-10.4817,3.8548,0.250300,26.0142
4.1556,-10.3917,3.9386,0.198563,26.1231
4.0924,-10.3031,4.0207,0.154439,26.2319
4.0278,-10.2155,4.1011,0.117350,26.3407
3.9620,-10.1288,4.1800,0.085488,26.4496
3.8954,-10.0427,4.2574,0.057950,26.5584
3.8283,-9.9570,4.3334,0.030401,26.6673
3.7609,-9.8716,4.4081,0.006959,26.7761
3.6935,-9.7861,4.4816,0.055501,26.8850
3.6267,-9.7001,4.5538,0.099748,26.9938
3.5608,-9.6135,4.6250,0.135432,27.1027
3.4962,-9.5259,4.6951,0.164074,27.2115
3.4332,-9.4372,4.7641,0.187138,27.3204
3.3720,-9.3472,4.8322,0.205716,27.4292
3.3128,-9.2558,4.8993,0.222687,27.5380
3.2558,-9.1631,4.9655,0.237767,27.6469
3.2013,-9.0689,5.0308,0.251113,27.7557
3.1494,-8.9732,5.0953,0.261509,27.8646
3.1002,-8.8761,5.1590,0.269721,27.9734
3.0539,-8.7776,5.2219,0.274065,28.0823
3.0105,-8.6778,5.2841,0.276549,28.1911
2.9702,-8.5767,5.3455,0.275103,28.3000
2.9329,-8.4745,5.4062,0.261664,28.4088
2.8985,-8.3712,5.4663,0.233022,28.5177
2.8668,-8.2671,5.5257,0.206714,28.6265
2.8374,-8.1623,5.5845,0.190285,28.7354
2.8102,-8.0569,5.6427,0.176722,28.8442
2.7850,-7.9510,5.7003,0.165678,28.9530
2.7618,-7.8446,5.7573,0.156962,29.0619
2.7403,-7.7379,5.8137,0.147929,29.1707
2.7206,-7.6309,5.8696,0.138294,29.2796
2.7025,-7.5236,5.9250,0.128486,29.3884
2.6859,-7.4160,5.9798,0.120055,29.4973
2.6707,-7.3082,6.0342,0.111149,29.6061
2.6568,-7.2003,6.0881,0.103445,29.7150
2.6441,-7.0922,6.1415,0.094832,29.8238
2.6326,-6.9839,6.1944,0.088106,29.9327
2.6220,-6.8756,6.2469,0.081282,30.0415
2.6125,-6.7672,6.2989,0.074654,30.1504
2.6038,-6.6587,6.3506,0.069111,30.2592
2.5959,-6.5501,6.4018,0.064475,30.3680
2.5888,-6.4415,6.4526,0.060551,30.4769
2.5824,-6.3328,6.5030,0.056920,30.5857
2.5767,-6.2241,6.5530,0.053807,30.6946
2.5717,-6.1154,6.6027,0.051435,30.8034
2.5672,-6.0067,6.6519,0.048809,30.9123
2.5633,-5.8979,6.7008,0.046827,31.0211
2.5600,-5.7891,6.7494,0.045222,31.1300
2.5572,-5.6803,6.7976,0.043646,31.2388
2.5549,-5.5715,6.8455,0.042882,31.3477
2.5531,-5.4626,6.8930,0.042741,31.4565
2.5518,-5.3538,6.9402,0.042091,31.5654
2.5511,-5.2449,6.9871,0.042010,31.6742
2.5508,-5.1361,7.0000,0.043047,31.7830
2.5510,-5.0272,7.0000,0.043985,31.8919
2.5518,-4.9184,7.0000,0.045015,32.0007
2.5531,-4.8096,7.0000,0.047975,32.1096
2.5549,-4.7007,7.0000,0.057082,32.2184
2.5575,-4.5919,7.0000,0.069807,32.3273
2.5608,-4.4831,7.0000,0.078614,32.4361
2.5651,-4.3744,7.0000,0.084557,32.5450
2.5704,-4.2657,7.0000,0.089024,32.6538
2.5768,-4.1570,6.9421,0.092618,32.7627
2.5842,-4.0484,6.8744,0.100014,32.8715
2.5928,-3.9399,6.8060,0.121697,32.9804
2.6029,-3.8315,6.7368,0.147512,33.0892
2.6147,-3.7233,6.6670,0.170009,33.1980
2.6285,-3.6154,6.5964,0.187348,33.3069
2.6445,-3.5077,6.5251,0.199937,33.4157
2.6628,-3.4004,6.4530,0.210645,33.5246
2.6836,-3.2936,6.3800,0.219034,33.6334
2.7070,-3.1873,6.3062,0.226310,33.7423
2.7329,-3.0816,6.2748,0.228582,33.8511
2.7615,-2.9765,6.3064,0.223657,33.9600
2.7926,-2.8722,6.2318,0.222224,34.0688
2.8262,-2.7687,6.1562,0.223870,34.1777
2.8624,-2.6660,6.0797,0.226819,34.2865
2.9010,-2.5643,6.0022,0.231706,34.3954
2.9422,-2.4635,5.9237,0.233523,34.5042
2.9860,-2.3639,5.8442,0.216850,34.6130
3.0321,-2.2653,5.7635,0.195322,34.7219
3.0803,-2.1677,5.6817,0.178756,34.8307
3.1304,-2.0711,5.5988,0.167838,34.9396
3.1822,-1.9753,5.5145,0.162262,35.0484
3.2357,-1.8806,5.4290,0.158743,35.1573
3.2909,-1.7867,5.3421,0.157640,35.2661
3.3476,-1.6938,5.2537,0.156840,35.3750
3.4060,-1.6020,5.1639,0.155424,35.4838
3.4658,-1.5111,5.0724,0.154188,35.5927
3.5272,-1.4212,4.9793,0.153575,35.7015
3.5901,-1.3323,4.8844,0.153369,35.8103
3.6545,-1.2446,4.7876,0.154015,35.9192
3.7203,-1.1579,4.6889,0.153139,36.0280
3.7876,-1.0723,4.5880,0.146341,36.1369
3.8562,-0.9878,4.4848,0.113381,36.2457
3.9258,-0.9042,4.3792,0.030834,36.3546
3.9957,-0.8207,4.2710,0.076448,36.4634
4.0650,-0.7368,4.1599,0.180829,36.5723
4.1325,-0.6514,4.0459,0.280247,36.6811
4.1975,-0.5641,3.9285,0.376014,36.7900
4.2588,-0.4742,3.8075,0.470553,36.8988
4.3154,-0.3812,3.6825,0.563423,37.0077
4.3662,-0.2850,3.5531,0.653623,37.1165
4.4100,-0.1855,3.4189,0.739321,37.2253
4.4457,-0.0827,3.2791,0.816348,37.3342
4.4721,0.0229,3.1331,0.916832,37.4430
4.4879,0.1305,3.0582,0.962320,37.5519
4.4923,0.2392,3.1240,0.922179,37.6607
4.4858,0.3478,3.1886,0.885201,37.7696
4.4690,0.4552,3.2894,0.803068,37.8784
4.4428,0.5608,3.3872,0.694234,37.9873
4.4087,0.6641,3.4823,0.591847,38.0961
4.3680,0.7650,3.5748,0.502443,38.2050
4.3218,0.8636,3.6650,0.423290,38.3138
4.2712,0.9599,3.7531,0.354514,38.4227
4.2169,1.0542,3.8391,0.295963,38.5315
4.1596,1.1467,3.9232,0.248914,38.6403
4.0998,1.2377,4.0056,0.211529,38.7492
4.0379,1.3272,4.0863,0.182050,38.8580
3.9742,1.4155,4.1655,0.157291,38.9669
3.9091,1.5027,4.2431,0.135461,39.0757
3.8426,1.5889,4.3194,0.115683,39.1846
3.7751,1.6743,4.3943,0.097935,39.2934
3.7067,1.7589,4.4680,0.080785,39.4023
3.6375,1.8430,4.5405,0.065906,39.5111
3.5678,1.9265,4.6119,0.049861,39.6200
3.4976,2.0097,4.6822,0.032767,39.7288
3.4270,2.0926,4.7514,0.014303,39.8377
3.3564,2.1754,4.8196,0.005882,39.9465
3.2858,2.2583,4.8869,0.026016,40.0553
3.2155,2.3413,4.9533,0.046087,40.1642
3.1455,2.4247,5.0188,0.066379,40.2730
3.0762,2.5086,5.0834,0.085120,40.3819
3.0076,2.5932,5.0329,0.104564,40.4907
2.9400,2.6785,4.9390,0.119412,40.5996
2.8736,2.7647,4.8433,0.130253,40.7084
2.8083,2.8518,4.7457,0.140204,40.8173
2.7444,2.9399,4.6460,0.146355,40.9261
2.6819,3.0290,4.5442,0.142027,41.0350
2.6208,3.1191,4.4400,0.129581,41.1438
2.5610,3.2100,4.3333,0.110795,41.2527
2.5023,3.3017,4.2239,0.087987,41.3615
2.4444,3.3939,4.1116,0.051910,41.4703
2.3871,3.4864,3.9961,0.006122,41.5792
2.3298,3.5790,3.8772,0.047803,41.6880
2.2721,3.6712,3.7546,0.140251,41.7969
2.2129,3.7626,3.6278,0.253056,41.9057
2.1513,3.8523,3.4964,0.364124,42.0146
2.0862,3.9395,3.3599,0.478308,42.1234
2.0166,4.0231,3.2175,0.602964,42.2323
1.9417,4.1020,3.0686,0.740850,42.3411
1.8607,4.1747,2.9121,0.895981,42.4500
1.7730,4.2390,2.7467,1.192955,42.5588
1.6777,4.2915,2.6048,1.326452,42.6676
1.5760,4.3297,2.4551,1.493210,42.7765
1.4695,4.3509,2.3321,1.654839,42.8853
1.3610,4.3528,2.1689,1.913258,42.9942
1.2544,4.3321,2.1492,1.948516,43.1030
1.1545,4.2895,2.2961,1.684182,43.2119
1.0641,4.2295,2.4223,1.533801,43.3207
0.9848,4.1552,2.5536,1.367944,43.4296
